Random,Desc1,Desc2,Desc3,Desc4,Desc5
0.348399042,0.527230938,0.94807958,0.806812912,0.455216651,0.20802344
0.332932799,0.863219478,0.871140825,0.831900975,0.316699184,0.734133457
0.194179999,0.41950902,0.467260931,0.101318214,0.24523362,0.310511314
0.522444001,0.093173054,0.261253678,0.001894072,0.748281059,0.092408436
0.398569896,0.455399725,0.960824171,0.941814319,0.88029593,0.676850604
0.057541541,0.396207494,0.840673104,0.319477949,0.783405866,0.488577151
0.844221781,0.435774789,0.586219167,0.905145658,0.221602438,0.202136502
0.06846582,0.385050178,0.132472491,0.623943693,0.93635187,0.697791937
0.325934535,0.903922362,0.746756806,0.544894249,0.812039912,0.417286907
0.233394842,0.552273676,0.218827231,0.121105095,0.358083761,0.909469257
0.838388448,0.388034063,0.345468978,0.233824378,0.265920695,0.772562145
0.605727131,0.188949476,0.480353336,0.875393035,0.160027158,0.023287778
0.482191803,0.334744944,0.143305571,0.092177548,0.321719111,0.704324474
0.204358831,0.779710464,0.074135707,0.983646526,0.033387701,0.030034342
0.373340131,0.163347359,0.570547148,0.426506089,0.106128903,0.011225133
0.769025349,0.614032506,0.880382696,0.478314332,0.013321772,0.184868822
0.365751678,0.241783937,0.113314158,0.561624437,0.227097882,0.368334264
0.450304214,0.528379331,0.54057633,0.221563389,0.069563704,0.38237457
0.617067051,0.167497957,0.084471472,0.108170261,0.759661989,0.730825054
0.323122069,0.322180187,0.715406612,0.647364179,0.880901823,0.480688103
0.398312577,0.861742864,0.855938622,0.813525233,0.062988671,0.038761569
0.21129262,0.088948251,0.197893633,0.436052436,0.220492267,0.924695883
0.028763751,0.81972696,0.774565735,0.452184476,0.101802141,0.830307449
0.575858423,0.814420099,0.960374369,0.181272655,0.802066626,0.681910422
0.416890626,0.684575701,0.402811545,0.047549135,0.341785565,0.876194636
0.915801036,0.660892686,0.419390786,0.178711305,0.96167938,0.384546422
0.066231813,0.279324446,0.676165061,0.110406041,0.665912649,0.78705173
0.640533695,0.979182871,0.944391369,0.483130367,0.888407973,0.478158736
0.488366104,0.123925312,0.949730403,0.555641503,0.311898203,0.230239932
0.254186477,0.319728771,0.018133329,0.827683592,0.520114406,0.302014955
0.936623346,0.838983632,0.536558876,0.504019821,0.422999844,0.909377032
0.146290305,0.80228121,0.447150717,0.611401712,0.406491356,0.095099077
0.396193493,0.955233363,0.223059458,0.981501995,0.905448103,0.382608619
0.027322689,0.250964889,0.453645779,0.145357259,0.029856295,0.987735959
0.77239054,0.118903293,0.502037134,0.698768459,0.260739147,0.867249252
0.152606736,0.983528644,0.933973931,0.460893169,0.205903646,0.39684782
0.390223567,0.062849775,0.111564471,0.539561214,0.653430091,0.436829944
0.188242597,0.236985403,0.664355037,0.779104738,0.508651476,0.197954997
0.410001921,0.99984311,0.247237937,0.411837576,0.958056304,0.958766514
0.370795661,0.743463475,0.058508661,0.335146507,0.200075432,0.753906038
0.431900839,0.03944933,0.631966804,0.203317512,0.45027025,0.583295324
0.576635064,0.998906861,0.370461948,0.118974159,0.724994388,0.094436958
0.997739289,0.730482888,0.608856894,0.510322999,0.463583298,0.754237007
0.421344522,0.128036144,0.615570304,0.131021402,0.92749866,0.962227435
0.419128235,0.075193938,0.389321954,0.363184047,0.029319421,0.04997351
0.462326521,0.824831943,0.586233853,0.283110306,0.796777112,0.775414602
0.620029095,0.272283211,0.880009083,0.236378,0.962734047,0.083542964
0.532328916,0.357773082,0.555346401,0.475344588,0.879058528,0.14602485
0.267138268,0.777927991,0.214399185,0.889005322,0.549667657,0.088226639
0.88387931,0.229969421,0.353461283,0.229177359,0.934006134,0.586595442
0.009736497,0.183727991,0.485386503,0.91006347,0.362261502,0.492786048
0.47671035,0.663410634,0.709078337,0.073224064,0.168687577,0.187779833
0.703889392,0.807901537,0.19207712,0.990621989,0.064238297,0.299034551
0.610166788,0.462480157,0.850520185,0.175607964,0.80044324,0.393809858
0.556510426,0.641032032,0.631222563,0.866782176,0.730249598,0.658352165
0.332938344,0.159095766,0.137638773,0.667021261,0.513554487,0.497817725
0.755957764,0.925254493,0.646634663,0.502295298,0.361113405,0.743709083
0.540767311,0.792334869,0.031609449,0.42508681,0.992452388,0.347059472
0.084117716,0.729847831,0.542245149,0.519111117,0.22900109,0.612475713
0.743535181,0.658597753,0.139888672,0.709150644,0.915134842,0.723151026
0.350285872,0.104960684,0.594284581,0.729090456,0.07835548,0.881041254
0.80640684,0.012892718,0.062773058,0.24222562,0.057564128,0.217260236
0.982624262,0.805968408,0.827189722,0.181099573,0.955502265,0.859892371
0.875130529,0.991746157,0.290325091,0.153378142,0.657410939,0.020437993
0.354438643,0.336111362,0.667819322,0.186195291,0.712679989,0.063564624
0.348264403,0.414420711,0.037395216,0.429088463,0.979856381,0.421763056
0.463641067,0.061807071,0.846669528,0.960035566,0.691931345,0.517436515
0.224380892,0.572085132,0.360142571,0.080254288,0.057290707,0.562767985
0.780882111,0.377564413,0.650626274,0.628684726,0.898539493,0.811420513
0.026124552,0.003496336,0.503897523,0.850756245,0.176880883,0.205960621
0.444345487,0.218837044,0.552706068,0.566150953,0.142787936,0.796644489
0.960594428,0.070520827,0.598667135,0.730294413,0.389477777,0.203633249
0.738915093,0.160662865,0.551751112,0.15714813,0.118948059,0.888461857
0.633180204,0.568350626,0.946856742,0.926575889,0.032140242,0.128044648
0.07354667,0.218957907,0.975060714,0.680377763,0.015019959,0.43278889
0.230038539,0.447872081,0.554883265,0.758684752,0.876171382,0.943313558
0.005823192,0.303889512,0.412214193,0.707576101,0.160966679,0.421611039
0.906494153,0.537455664,0.094092351,0.563451208,0.92855633,0.094404987
0.620192044,0.476687397,0.122942585,0.315596886,0.100789424,0.605680836
0.130886726,0.924940972,0.085740418,0.419231827,0.518357922,0.773023477
0.068118286,0.350041094,0.426166758,0.687736215,0.635621113,0.349373669
0.087106858,0.060729235,0.48614787,0.671323548,0.291545066,0.211683107
0.015089258,0.82446487,0.672262808,0.893549286,0.919861614,0.347500453
0.650882516,0.116544191,0.96433785,0.63882218,0.022063528,0.939355039
0.491977064,0.882597046,0.007542678,0.144870517,0.617881567,0.990921447
0.138493488,0.102896522,0.289183679,0.339238555,0.804301759,0.580714198
0.690559216,0.993618336,0.453724405,0.127052183,0.382630796,0.74103083
0.886610145,0.351870451,0.091945669,0.583564402,0.981538243,0.49837168
0.406302514,0.030480721,0.643856316,0.136469432,0.798031748,0.661593159
0.84465257,0.944136765,0.195479041,0.364644093,0.233375123,0.031191897
0.613287659,0.81959895,0.140363821,0.22722724,0.27739915,0.182878693
0.414949904,0.479499776,0.558902312,0.875059156,0.734424968,0.734046123
0.972618093,0.604035322,0.208918674,0.429098831,0.28331966,0.507509385
0.626848267,0.325630686,0.301975826,0.978585196,0.044883745,0.357714159
0.47096592,0.265165411,0.882699519,0.265970615,0.634760165,0.831524611
0.203208152,0.623660903,0.364290788,0.306090177,0.09611458,0.864132913
0.333940796,0.379461981,0.143103962,0.72954903,0.78693541,0.218533912
0.217098719,0.326443725,0.063313281,0.901008423,0.551453417,0.858235022
0.694496138,0.228188917,0.091046077,0.534420609,0.54213761,0.755535134
0.289351214,0.635622748,0.67091308,0.660993767,0.521546853,0.082770102
0.627065594,0.503186063,0.033412384,0.962438639,0.984419698,0.158827862
0.959568568,0.419218096,0.48011849,0.81244528,0.110465125,0.661855125
